"New Accounts","Conturi noi"
"Cookie (Unsafe)","Cookie (Unsafe)"
"Shopping Cart from %s","Cos de cumparaturi de la %s"
"Old rate:","Cota veche:"
"Rates","Cote"
"Created At","Creat la"
"Create","Creaza"
"Create New Attribute","Creaza atribut"
"Create Extension Package","Creaza pachet extensii"
"Create Urlrewrite for","Creaza Urlrewrite pentru"
"CSV","CSV"
"CSV / Tab separated","CSV / Tab separated"
"Coupons","Cupoane"
"Manage Currency Rates","Cursuri valutare"
"Yes","Da"
"Yes (only price with tax)","Da (doar pret cu TVA)"
"Start Date","Data de pornire"
"Expiration Date","Data expirarii"
"Expiration Date: %s/%s","Data Expirarii: %s/%s"
"Date:","Data:"
"Package %s data was successfully loaded","Datele pachetului %s incarcate cu succes."
"From","De la"
"Default","Default"
"Dependencies","Dependente"
"Description","Descriere"
"Description:","Descriere:"
"Unselect All","Deselecteaza toate"
"Unselect Visible","Deselecteaza vizibile"
"Design","Design"
"Disabled","Dezactivat"
"Disable","Dezactiveaza"
"Uninstall","Dezinstaleaza"
"of %s pages","din %s pagini"
"Profile Direction","Directie profil"
"Direction:","Directie:"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","Doar atribute cu acoperire ""Globala"", de tip ""Dropdown"" si Foloseste la crearea de produse configurabile ""Da"" sunt disponibile."
"Only mapped fields","Doar campuri mapate"
"List only","doar lista"
"Please use letters only (a-z) in this field.","Doar litere (a-z) in acest camp."
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","Doar litere (a-z) sau numere (0-9) in acest camp. Spatiile sau caracterele speciale nu sunt acceptate."
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","Doar litere (a-z) sau numere (0-9) sau spatii si # in acest camp."
"Please use numbers only in this field. please avoid spaces or other characters such as dots or commas.","Doar numere in acest camp. Evita folosirea spatiilor, punctelor sau virgulelor."
"Switch/Solo Only","doar Switch/Solo"
"Grid only","Doar tabel"
"Download Remote File","Downloadeaza fisier remote"
"Download and Install","Downloadeaza si instaleaza"
"Downloading and installing $pkg, please wait...","Downloadez si instalez $pkg, asteapta..."
"Role","Drepturi"
"Roles Resources","Drepturi la resurse"
"Role Resources","Drepturi la resurse"
"Role successfully saved.","Drepturi salvate cu succes."
"Role successfully deleted.","Drepturi sterse cu succes."
"User Roles","Drepturi utilizator"
"User Role","Drepturi utilizator"
"Roles","Drepturi utilizatori"
"Email","Email"
"Order confirmation email not sent","Email de confirmare a comenzii netrimis."
"Order confirmation email sent","Email de confirmare a comenzii trimis."
"User Email","Email utilizator"
"Transactional Emails","Email-uri tranzactionale"
"Email:","Email:"
"Enclose Values In:","Enclose Values In:"
"Error while updating selected review(s). Please try again later.","Eroare la actualizarea parerilor. Incercati mai tarziu."
"Error while create backup. Please try again later","Eroare la creare backup. Incercati mai tarziu"
"Error while saving this configuration: ","Eroare la salvarea configuratiei: "
"Error while saving account. Please try again later","Eroare la salvarea contului. Incercati mai tarziu."
"Error while saving this role. Please try again later.","Eroare la salvarea drepturilor. Incercati mai tarziu."
"Error while deleting this role. Please try again later.","Eroare la stergerea drepturilor. Incercati mai tarziu."
"Error while deleting this set.","Eroare la stergerea setului."
"Error uploading the file","Eroare la uploadarea fisierului"
"Unknown error","Eroare necunoscuta"
"SSL Error: Invalid or self-signed certificate","Eroare SSL: Certificate incorecte sau auto-semnate"
"Are you sure that you want to strip tags?","Esti sigur ca vrei sa desfaci etichetele?"
"Are you sure you wish to UNINSTALL all selected packages?","Esti sigur ca vrei sa DEZINSTALEZI toate pachetele selectate?"
"Are you sure you want to do this?","Esti sigur ca vrei sa faci asta?"
"Are you sure you wish to UPGRADE all selected packages?","Esti sigur ca vrei sa faci UPGRADE la toate pachetele selectate?"
"Are you sure you wish to INSTALL all selected packages?","Esti sigur ca vrei sa INSTALEZI toate pachetele selectate?"
"Are you sure that you want to delete this template?","Esti sigur ca vrei sa stergi acest template?"
"New Tag","Eticheta noua"
"Tag was successfully saved","Eticheta salvata cu succes."
"Tag was successfully deleted","Eticheta stearsa cu succes."
"Tags","Etichete"
"Pending Tags","Etichete in asteptare"
"Rating was successfully saved","Evaluarea a fost salvata."
"Rating was successfully deleted","Evaluarea a fost stearsa."
"Manage Ratings","Evaluari"
"Exclude","Exclude"
"Exclude (comma separated)","Exclude (separate de virgula)"
"Run","Executa"
"Run in popup","Executa in fereastra noua"
"Run Profile","Executa profil"
"Run Profile Inside This Window","Executa profil in acesta fereastra"
"Run Profile In Popup","Executa profil in fereastra noua"
"Performed At","Executat la"
"Finished profile execution.","Executia profilului s-a terminat."
"Customer with the same email already exists.","Exista deja un client cu aceasta adresa de email."
"User with the same User Name or Email aleady exists","Exista deja un utilizator cu numele sau adresa de mail specificata"
"Sender","Expeditor"
"Export","Exporta"
"Export CSV","Exporta CSV"
"Export Filters","Exporta Filtre"
"Export to:","Exporta in:"
"Export:","Exporta:"
"Extension","Extensie"
"New Extension","Extensie noua"
"Manage Extensions","Extensii"
"Extensions","Extensii"
"Manage Installed Extensions","Extensii instalate"
"Done By:","Facut de:"
"Done by:","Facut de:"
"File %s.ser could not be read","Fiierul %s.ser nu a putut fi citit."
"Complete","Finalizata"
"Invalid file: %s","Fisier nevalid: %s"
"Watermark File for %s","Fisier Watermark pentru %s"
"Provided Files","Fisiere date"
"Invalid directory: %s","Folder nevalid: %s"
"Use website","Foloseste site"
"Use default","Foloseste standard"
"Use Default Value","Foloseste valoare standard"
"Data Format","Format data"
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","Formatul datei: zz/ll/aaaa. De exemplu 17/03/2008 pentru 17 martie 2008."
"FTP Host[:Port]","FTP Host[:Port]"
"Get help for this page","Gaseste ajutor pentru pagina aceasta"
"Retrieve Password","Gaseste parola"
"Gb","Gb"
"Cache management","Gestionare cache"
"Url Rewrite Management","Gestionare Url Rewrite"
"Get Image Base64","Get Image Base64"
"Customer Group:","Grup clienti:"
"Group:","Grup:"
"Home","Home"
"HTTP (unsecure)","HTTP (unsecure)"
"HTTPS (SSL)","HTTPS (SSL)"
"ID","ID"
"Role ID","ID drepturi"
"ID Path","ID Path"
"User ID","ID utilizator"
"Ignore","Ignora"
"images/logo.gif","images/logo.gif"
"Big Image","Imagine mare"
"Images","Imagini"
"Images (.gif, .jpg, .png)","Imagini (.gif, .jpg, .png)"
"Import","Import"
"Import/Export","Import/Export"
"Import/Export Advanced","Import/Export Avansat"
"Import/Export GUI Profiles","Import/Export GUI Profiles"
"Import/Export Profiles","Import/Export Profiles"
"In","In"
"Please use in this field only ""a-z,0-9,_"".","In acest camp numai ""a-z,0-9,_""."
"In Database:","In baza de date:"
"In File:","In Fisier:"
"Inactive","Inactiv"
"Back","Inapoi"
"Back to Login","Inapoi la Login"
"Back to local packages","Inapoi la pachete locale"
"Load","Incarca"
"Load previously created custom local package information","Incarca informatii despre pachetul personal local creat anterior"
"Load Template","Incarca Template"
"Load default template","Incarca template standard"
"Starting profile execution, please wait...","Incepe executia profilului, asteapta..."
"Include","Include"
"Role Info","Info drepturi"
"Package Info","Info pachet"
"User Info","Info utilizator"
"Block Information","Informatii bloc"
"Account Information","Informatii cont"
"Role Information","Informatii drepturi"
"User Roles Information","Informatii drepturi utilizator"
"Installed Extension Info","Informatii extensie instalata"
"File Information","Informatii fisier"
"General Information","Informatii generale"
"Sitemap Information","Informatii harta site"
"Package Information","Informatii pachet"
"Personal Information","Informatii personale"
"Profile Information","Informatii profil"
"Template Information","Informatii Template"
"User Information","Informatii utilizator"
"Currency Information","Informatii valuta"
"Current Release Information","Informatii versiune curenta"
"The information in this tab has been changed.","Informatiile din aceasta caseta s-au schimbat."
"Pending installation...","Instalare in asteptare..."
"Installed As","Instalat ca"
"Install","Instaleaza"
"Install Package File","Instaleaza pachet"
"Interactive","Interactiv"
"Access Deny","Interzice acces."
"Please enter 6 or more characters.","Introdu 6 sau mai multe caractere."
"Please enter a valid email address. For example johndoe@domain.com.","Introdu o adresa de mail corecta. De exemplu johndoe@domain.com."
"Please enter a valid date.","Introdu o data corecta."
"Please enter a valid $ amount. For example $100.00.","Introdu o suma corecta. De exemplu 100.00 lei."
"Please enter a valid value from list","Introdu o valoare corecta din lista"
"Please enter a valid value, ex: 10,20,30","Introdu o valoare corecta, ex: 10,20,30"
"Please enter valid password.","Introdu parola corecta."
"Please enter a valid zip code.","Introdu un cod postal corect."
"Please enter a valid number in this field.","Introdu un numar corect in acest camp."
"Please enter a valid credit card number.","Introdu un numar de card corect."
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Introdu un numar de telefon corect. De exemplu 0234123456 sau 0740123456."
"Please enter a number greater than 0 in this field.","Introdu un numar mai mare ca 0 in acest camp."
"Please enter a valid URL. For example http://www.example.com or www.example.com","Introdu un URL corect. De exemplu http://www.example.com sau www.example.com"
"Please enter a valid URL. http:// is required","Introdu un URL corect. http:// e necesar"
"Invalid input data for %s => %s rate","Invalid input data for %s => %s rate"
"Invalid input:","Invalid input:"
"Invalid section value","Invalid section value"
"Invalid store value","Invalid store value"
"Invalid website value","Invalid website value"
"IP Address","IP Address"
"Issue Number","Issue Number"
"Comments History","Istoric comentarii"
"Invoice History","Istoric facturi"
"Shipment History","Istoric livrari"
"Profile History","Istoric profil"
"Credit Memo History","Istoric rambursari"
"Region/State","Judet"
"State/Province:","Judet:"
"Kb","Kb"
"to","la"
"To","La"
"License","Licenta"
"License URI","Licenta URI"
"License:","Licenta:"
"Locale","Limba"
"Interface Locale: %s","Limba pt interfata: %s"
"List (default) / Grid","Lista (standard) / Tabel"
"Shipping","Livrare"
"Shipment #%s created","Livrarea #%s a fost creata."
"Local Server","Local Server"
"Local/Remote Server","Local/Remote Server"
"Shipping origin","Locatia de origine a livrarilor"
"Log in to Admin Panel","Log in to Admin Panel"
"Log into Magento Admin Page","Log into Magento Admin Page"
"Log Out","Log Out"
"Logged in as %s","Logat ca %s"
"Login","Login"
"Store","Magazin"
"Store:","Magazin:"
"Stores","Magazine"
"Manage Stores","Magazine"
"Magento Admin","Magento Admin"
"Magento Commerce - Administrative Panel","Magento Commerce - Administrative Panel"
"Magento Connect","Magento Connect"
"Magento Extensions","Magento Extensions"
"Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc.","Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc."
"Magento is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.","Magento is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc."
"Magento Logo","Magento Logo"
"Magento ver. %s","Magento ver. %s"
"Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.","Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc."
"Maintainers","Maintainers"
"Manage Advanced Import/Export Profiles","Manage Advanced Import/Export Profiles"
"Manage Import/Export Profiles","Manage Import/Export Profiles"
"Manage Url Rewrites","Manage Url Rewrites"
"Field Mapping","Mapare camp"
"Size for %s","Marime pentru %s"
"File size should be more than 0 bytes","Marimea fisierului trebuie sa fie mai mare de 0 bytes."
"Max","Max"
"Maximum","Maximum"
"Mb","Mb"
"md5sum","md5sum"
"Media (.avi, .flv, .swf)","Media (.avi, .flv, .swf)"
"Average Orders","Medie comenzi"
"Shipping method must be specified","Metoda de livrare trebuie specificata."
"Payment method must be specified","Metoda de plata trebuie specificata."
"Min","Min"
"Minimum","Minimum"
"Passive mode","Mod pasiv"
"Edit","Modifica"
"Edit Poll","Modifica Chestionar"
"Edit Role","Modifica Drepturi"
"Edit Tag","Modifica eticheta"
"Edit Website","Modifica site"
"Edit Template","Modifica Template"
"Edit Email Template","Modifica Template Email"
"Edit System Template","Modifica Template Sistem"
"Edit Url","Modifica Url"
"Edit Url #%s","Modifica Url #%s"
"Edit User","Modifica Utilizator"
"Edit User '%s'","Modifica Utilizator '%s'"
"Edit Store View","Modifica vitrina"
"MS Excel XML","MS Excel XML"
"Sorry, this feature is coming soon...","Ne pare rau, o sa implementam o solutie in curand..."
"Required","Necesar"
"Unknown","Necunoscut"
"No records found for this period.","Nicio inregistrare gasita pt aceasta perioada."
"No records found.","Nicio inregistrare."
"No search keywords.","Niciun cuvant cheie."
"No search modules registered","Niciun modul de cautare inregistrat"
"No profile","Niciun profil"
"No profile loaded...","Niciun profil incarcat..."
"None","Nimic"
"Level","Nivel"
"Notes","Note"
"Notes:","Note:"
"Instant Payment Notification (IPN)","Notificare de plata instant (IPN)"
"No","Nu"
"No (price without tax)","Nu (pret fara TVA)"
"You have not enought permissions to use this functionality.","Nu ai permisiunea sa folosesti aceasta functie."
"You have not enought permissions to login.","Nu ai permisiunea sa te loghezi."
"No Data Found","Nu exista date"
"No Extensions Found","Nu exista extensii"
"No Templates Found","Nu exista template-uri"
"You cannot delete account of yourself","Nu poti sterge contul propriu"
"You can not delete self assigned roles.","Nu poti sterge drepturile autoalocate."
"Unable to find a poll to delete","Nu s-a gasit chestionar de sters"
"Unable to find a tag to delete","Nu s-a gasit eticheta de sters"
"Unable to get product id.","Nu s-a gasit ID produs."
"Unable to find a user to delete","Nu s-a gasit utilizator de sters"
"Unable to initialize import model","Nu s-a putut initializa modelul de import"
"Can't find email address.","Nu se gaseste adresa de email."
"Can't delete design change","Nu se poate sterge schimbarea de design"
"Credit Card Number","Numar Card"
"Credit Card Number: xxxx-%s","Numar Card: xxxx-%s"
"Number of Orders","Numar comenzi"
"Number of Uses","Numar de utilizari"
"Number of Use","Numar de utilizari"
"Card Verification Number","Numar de verificare card"
"Tracking number %s for %s assigned","Numarul de urmarire %s pentru %s a fost alocat"
"Role Name","Nume"
"Name","Nume"
"Lastname","Nume"
"Last Name","Nume"
"Original Magento attribute names in first row:","Nume atribut Magento original pe primul rand:"
"Customer Name","Nume client"
"Extension Name","Nume Extensie"
"File name:","Nume fisier:"
"Name on Card","Nume pe card"
"Profile Name","Nume profil"
"Attribute Set Name:","Nume set atribute:"
"Spreadsheet Name:","Nume Spreadsheet:"
"Template Name","Nume Template"
"User name","Nume utilizator"
"User Name","Nume utilizator"
"User Name:","Nume utilizator:"
"Name:","Nume:"
"Last Name:","Nume:"
"Archive file name:","Numele arhivei:"
"Name on the Card: %s","Numele de pe card: %s"
"The new password have sent to your email address. Please check your email and click back to login.","O noua parola a fost trimisa la adresa ta de email. Verifica emailul si logheaza-te inapoi."
"Optional","Optional"
"Options","Optiuni"
"Sort Order","Ordinea sortarii"
"Any","Oricare"
"Any Group","Oricare grup"
"Any Store","Oricare magazin"
"Any Attribute Set","Oricare set de atribute"
"Any Type","Oricare tip"
"Any Visibility","Oricare vizibilitate"
"Any Status","Orice status"
"Package","Pachet"
"Package Extensions","Pachet extensii"
"Packages","Pachete"
"Page","Pagina"
"Previous page","Pagina anterioara"
"Next page","Pagina urmatoare"
"Dashboard","Panou control"
"New admin password","Parola admin noua"
"New Password","Parola noua"
"Invalid Username or Password.","Parola sau utilizator nevalid."
"Password:","Parola:"
"Password","Password"
"Password (123123):","Password (123123):"
"Payment Data Transfer (PDT)","Payment Data Transfer (PDT)"
"PayPal Email","PayPal Email"
"Per Item","Pe Articol"
"Per Order","Pe Comanda"
"per page","pe pagina"
"For unpack on windows system use <a href=""%s"">%s</a>","Pentru despachetare pe windows foloseste <a href=""%s"">%s</a>"
"Period","Perioada"
"Permissions","Permisiuni"
"Custom","Personalizat"
"PHP Version","PHP Version"
"Please enter a valid social security number. For example 123-45-6789.","Please enter a valid social security number. For example 123-45-6789."
"Please enter a valid zip code. For example 90602 or 90602-1234.","Please enter a valid zip code. For example 90602 or 90602-1234."
"Position of Watermark for %s","Pozitia Watermarkului pentru %s"
"Firstname","Prenume"
"First Name","Prenume"
"First Name:","Prenume:"
"Price","Pret"
"Final Price","Pret final"
"Shipping Price","Pret transport"
"Price:","Pret:"
"Email Preview","Previzualizare mail"
"Preview","Previzualizeaza"
"Preview Template","Previzualizeaza Template"
"Product Thumbnail Itself","Product Thumbnail Itself"
"Product","Produs"
"Products","Produse"
"Import/Export Profile","Profil Import/Export"
"New Profile","Profil nou"
"Profile was successfully saved","Profilul a fost salvat."
"Profile was deleted","Profilul a fost sters."
"Profiles","Profiluri"
"Advanced Profiles","Profiluri avansate"
"Promo","Promo"
"Promotions","Promotii"
"Credit Memo #%s created","Rambursare #%s creata"
"Reports","Rapoarte"
"Sales Report","Raport de vanzari"
"Wishlist Report","Raport favorite"
"Your answers contain duplicates.","Raspunsurile se repeta."
"Ratings","Ratings"
"Recommended","Recomandat"
"Redirect","Redirectioneaza"
"Refresh","Refresh"
"Release","Release"
"Release Info","Release Info"
"Release Stability","Release Stability"
"Release Version","Release Version"
"Remote Extension Info","Remote Extension Info"
"Remote FTP","Remote FTP"
"Remote URL:","Remote URL:"
"Reset","Reseteaza"
"Reset Filter","Reseteaza filtru"
"Resize","Resize"
"Resources","Resurse"
"Return Html Version","Return Html Version"
"Results","Rezultate"
"Rotate CCW","Roteste in sens invers acelor de ceas"
"Rotate CW","Roteste in sensul acelor de ceas"
"Save","Salveaza"
"Save Config","Salveaza configuratia"
"Save PEAR Config","Salveaza configuratia PEAR"
"Save Account","Salveaza cont"
"Save Currency Rates","Salveaza cursurile valutare"
"Save data and Create Package","Salveaza datele si Creaza pachet"
"Save Role","Salveaza drepturi"
"Save Sitemap","Salveaza harta site"
"Save Profile","Salveaza profil"
"Save cache settings","Salveaza setarile cache-ului"
"Save and Continue Editing","Salveaza si continua modificarile"
"Save And Continue Edit","Salveaza si continua modificarile"
"Save Template","Salveaza Template"
"Save Url","Salveaza Url"
"Save User","Salveaza Utilizator"
"Toggle Editor","Schimba Editor"
"Convert to Plain Text","Schimba in Plain Text"
"Design change saved","Schimbarea de design a fost salvata."
"Design change deleted","Schimbarea de design a fost stearsa."
"Uninstalling $pkg, please wait...","Se dezinstaleaza $pkg, asteapta..."
"Uninstalling selected packages, please wait...","Se dezinstaleaza pachetele selectate, asteapta..."
"Running:","Se executa:"
"Loading...","Se incarca..."
"Installing $pkg, please wait...","Se instaleaza $pkg, asteapta..."
"Installing selected packages, please wait...","Se instaleaza pachetele selectate, asteapta..."
"Preparing to change $pkg, please wait...","Se pregateste schimbarea $pkg, asteapta..."
"Date selector","Selector data"
"Invalid Import Service Specified","Serviciu de import specificat este nevalid"
"Import Service","Serviciul Import"
"Attribute set successfully saved.","Set de atribute salvat."
"Attribute set was successfully removed.","Set de atribute sters."
"System","Sistem"
"Website","Site"
"You need specify order items","Specifica articolele din comanda"
"Please specify at least start or end date.","Specifica macar data de inceput sau sfarsit."
"Stability","Stabilitate"
"API Stability","Stabilitate API"
"Preferred state","Stare preferata"
"Status","Status"
"Account status","Status cont"
"Status:","Status:"
"Remove","Sterge"
"Delete","Sterge"
"Delete Role","Sterge drepturi"
"Delete Sitemap","Sterge harta site"
"Delete Profile","Sterge profil"
"Delete Website","Sterge site"
"Delete Template","Sterge Template"
"Delete Url","Sterge Url"
"Delete User","Sterge Utilizator"
"Delete Store View","Sterge vitrina"
"Subject","Subiect"
"Template Subject","Subiect Template"
"Subpackage","Subpachet"
"Subpackages","Subpachete"
"Subpackage can't be conflicting","Subpackage can't be conflicting"
"Subtotal","Subtotal"
"Average Order Amount","Suma medie/comanda"
"Discount Amount","Suma reducere"
"Subtotal Amount","Suma subtotal"
"Total Amount","Suma totala"
"Summary","Sumar"
"Summary:","Sumar:"
"Switch/Solo card issue number: %s","Switch/Solo card issue number: %s"
"Switch/Solo card start Date: %s/%s","Switch/Solo card start Date: %s/%s"
"Switch/Solo/Maestro(UK Domestic) card issue number: %s","Switch/Solo/Maestro(UK Domestic) card issue number: %s"
"Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s","Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s"
"Switch/Solo/Maestro(UK Domestic) Only","Switch/Solo/Maestro(UK Domestic) Only"
"Grid (default) / List","Tabel (standard) / Lista"
"Country","Tara"
"Country:","Tara:"
"Target Path","Target Path"
"Specific Countries","Tari specificate"
"Tb","Tb"
"Phone:","Tel:"
"Template","Template"
"New Email Template","Template email nou"
"New Template","Template nou"
"New System Template","Template nou de sistem"
"Default Template from Locale","Template standard"
"Thumbnail","Thumbnail"
"Parent Product Thumbnail","Thumbnail produs parinte"
"Type","Tip"
"Address Type:","Tip adresa:"
"Credit Card Type","Tip Card"
"Credit Card Type: %s","Tip Card: %s"
"Entity Type","Tip Entitate"
